Timestamp,Request Filename,Response Filename,Response Time (s)
2024-07-16_15-49-36,CONNECTIVITY_115-25\request_2024-07-16_15-49-36.json,CONNECTIVITY_115-25\response_2024-07-16_15-49-36.json,0.3363778591156006
2024-07-16_15-49-37,CONNECTIVITY_115-25\request_2024-07-16_15-49-37.json,CONNECTIVITY_115-25\response_2024-07-16_15-49-37.json,0.3177652359008789
2024-07-16_15-49-39,CONNECTIVITY_115-25\request_2024-07-16_15-49-39.json,CONNECTIVITY_115-25\response_2024-07-16_15-49-39.json,0.3802616596221924
2024-07-16_15-49-40,CONNECTIVITY_115-25\request_2024-07-16_15-49-40.json,CONNECTIVITY_115-25\response_2024-07-16_15-49-40.json,0.3189229965209961
2024-07-16_15-49-41,CONNECTIVITY_115-25\request_2024-07-16_15-49-41.json,CONNECTIVITY_115-25\response_2024-07-16_15-49-41.json,0.36675524711608887
2024-07-16_15-49-42,CONNECTIVITY_115-25\request_2024-07-16_15-49-42.json,CONNECTIVITY_115-25\response_2024-07-16_15-49-42.json,0.3172752857208252
2024-07-16_15-49-44,CONNECTIVITY_115-25\request_2024-07-16_15-49-44.json,CONNECTIVITY_115-25\response_2024-07-16_15-49-44.json,0.3487513065338135
2024-07-16_15-49-45,CONNECTIVITY_115-25\request_2024-07-16_15-49-45.json,CONNECTIVITY_115-25\response_2024-07-16_15-49-45.json,0.3167133331298828
2024-07-16_15-49-46,CONNECTIVITY_115-25\request_2024-07-16_15-49-46.json,CONNECTIVITY_115-25\response_2024-07-16_15-49-46.json,0.3217628002166748
2024-07-16_15-49-47,CONNECTIVITY_115-25\request_2024-07-16_15-49-47.json,CONNECTIVITY_115-25\response_2024-07-16_15-49-47.json,0.36554503440856934
2024-07-16_15-49-49,CONNECTIVITY_115-25\request_2024-07-16_15-49-49.json,CONNECTIVITY_115-25\response_2024-07-16_15-49-49.json,0.3285951614379883
2024-07-16_15-49-50,CONNECTIVITY_115-25\request_2024-07-16_15-49-50.json,CONNECTIVITY_115-25\response_2024-07-16_15-49-50.json,0.3588409423828125
2024-07-16_15-49-51,CONNECTIVITY_115-25\request_2024-07-16_15-49-51.json,CONNECTIVITY_115-25\response_2024-07-16_15-49-51.json,0.320772647857666
2024-07-16_15-49-52,CONNECTIVITY_115-25\request_2024-07-16_15-49-52.json,CONNECTIVITY_115-25\response_2024-07-16_15-49-52.json,0.4341895580291748
2024-07-16_15-49-53,CONNECTIVITY_115-25\request_2024-07-16_15-49-53.json,CONNECTIVITY_115-25\response_2024-07-16_15-49-53.json,0.3147866725921631
2024-07-16_15-49-55,CONNECTIVITY_115-25\request_2024-07-16_15-49-55.json,CONNECTIVITY_115-25\response_2024-07-16_15-49-55.json,0.32872653007507324
2024-07-16_15-49-56,CONNECTIVITY_115-25\request_2024-07-16_15-49-56.json,CONNECTIVITY_115-25\response_2024-07-16_15-49-56.json,0.3217179775238037
2024-07-16_15-49-57,CONNECTIVITY_115-25\request_2024-07-16_15-49-57.json,CONNECTIVITY_115-25\response_2024-07-16_15-49-57.json,0.36653852462768555
2024-07-16_15-49-58,CONNECTIVITY_115-25\request_2024-07-16_15-49-58.json,CONNECTIVITY_115-25\response_2024-07-16_15-49-58.json,0.315767765045166
2024-07-16_15-49-59,CONNECTIVITY_115-25\request_2024-07-16_15-49-59.json,CONNECTIVITY_115-25\response_2024-07-16_15-49-59.json,0.31676387786865234
2024-07-16_15-50-01,CONNECTIVITY_115-25\request_2024-07-16_15-50-01.json,CONNECTIVITY_115-25\response_2024-07-16_15-50-01.json,0.33464598655700684
2024-07-16_15-50-02,CONNECTIVITY_115-25\request_2024-07-16_15-50-02.json,CONNECTIVITY_115-25\response_2024-07-16_15-50-02.json,0.34755396842956543
2024-07-16_15-50-03,CONNECTIVITY_115-25\request_2024-07-16_15-50-03.json,CONNECTIVITY_115-25\response_2024-07-16_15-50-03.json,0.3569934368133545
2024-07-16_15-50-04,CONNECTIVITY_115-25\request_2024-07-16_15-50-04.json,CONNECTIVITY_115-25\response_2024-07-16_15-50-04.json,0.30973029136657715
2024-07-16_15-50-05,CONNECTIVITY_115-25\request_2024-07-16_15-50-05.json,CONNECTIVITY_115-25\response_2024-07-16_15-50-05.json,0.40384864807128906
2024-07-16_15-50-07,CONNECTIVITY_115-25\request_2024-07-16_15-50-07.json,CONNECTIVITY_115-25\response_2024-07-16_15-50-07.json,0.3389272689819336
2024-07-16_15-50-08,CONNECTIVITY_115-25\request_2024-07-16_15-50-08.json,CONNECTIVITY_115-25\response_2024-07-16_15-50-08.json,0.3197615146636963
2024-07-16_15-50-09,CONNECTIVITY_115-25\request_2024-07-16_15-50-09.json,CONNECTIVITY_115-25\response_2024-07-16_15-50-09.json,0.32032322883605957
2024-07-16_15-50-10,CONNECTIVITY_115-25\request_2024-07-16_15-50-10.json,CONNECTIVITY_115-25\response_2024-07-16_15-50-10.json,0.3605179786682129
2024-07-16_15-50-12,CONNECTIVITY_115-25\request_2024-07-16_15-50-12.json,CONNECTIVITY_115-25\response_2024-07-16_15-50-12.json,0.3112962245941162
2024-07-16_15-50-13,CONNECTIVITY_115-25\request_2024-07-16_15-50-13.json,CONNECTIVITY_115-25\response_2024-07-16_15-50-13.json,0.32907962799072266
2024-07-16_15-50-14,CONNECTIVITY_115-25\request_2024-07-16_15-50-14.json,CONNECTIVITY_115-25\response_2024-07-16_15-50-14.json,0.33858585357666016
2024-07-16_15-50-15,CONNECTIVITY_115-25\request_2024-07-16_15-50-15.json,CONNECTIVITY_115-25\response_2024-07-16_15-50-15.json,0.3373074531555176
2024-07-16_15-50-16,CONNECTIVITY_115-25\request_2024-07-16_15-50-16.json,CONNECTIVITY_115-25\response_2024-07-16_15-50-16.json,0.3479187488555908
2024-07-16_15-50-17,CONNECTIVITY_115-25\request_2024-07-16_15-50-17.json,CONNECTIVITY_115-25\response_2024-07-16_15-50-17.json,0.36753296852111816
2024-07-16_15-50-19,CONNECTIVITY_115-25\request_2024-07-16_15-50-19.json,CONNECTIVITY_115-25\response_2024-07-16_15-50-19.json,0.3827078342437744
2024-07-16_15-50-20,CONNECTIVITY_115-25\request_2024-07-16_15-50-20.json,CONNECTIVITY_115-25\response_2024-07-16_15-50-20.json,0.3337059020996094
2024-07-16_15-50-21,CONNECTIVITY_115-25\request_2024-07-16_15-50-21.json,CONNECTIVITY_115-25\response_2024-07-16_15-50-21.json,0.32926082611083984
2024-07-16_15-50-22,CONNECTIVITY_115-25\request_2024-07-16_15-50-22.json,CONNECTIVITY_115-25\response_2024-07-16_15-50-22.json,0.32967495918273926
2024-07-16_15-50-24,CONNECTIVITY_115-25\request_2024-07-16_15-50-24.json,CONNECTIVITY_115-25\response_2024-07-16_15-50-24.json,0.3237454891204834
2024-07-16_15-50-25,CONNECTIVITY_115-25\request_2024-07-16_15-50-25.json,CONNECTIVITY_115-25\response_2024-07-16_15-50-25.json,0.3176412582397461
2024-07-16_15-50-26,CONNECTIVITY_115-25\request_2024-07-16_15-50-26.json,CONNECTIVITY_115-25\response_2024-07-16_15-50-26.json,0.3272867202758789
2024-07-16_15-50-27,CONNECTIVITY_115-25\request_2024-07-16_15-50-27.json,CONNECTIVITY_115-25\response_2024-07-16_15-50-27.json,0.34899210929870605
2024-07-16_15-50-28,CONNECTIVITY_115-25\request_2024-07-16_15-50-28.json,CONNECTIVITY_115-25\response_2024-07-16_15-50-28.json,0.31579113006591797
2024-07-16_15-50-30,CONNECTIVITY_115-25\request_2024-07-16_15-50-30.json,CONNECTIVITY_115-25\response_2024-07-16_15-50-30.json,0.31476354598999023
2024-07-16_15-50-31,CONNECTIVITY_115-25\request_2024-07-16_15-50-31.json,CONNECTIVITY_115-25\response_2024-07-16_15-50-31.json,0.3277008533477783
2024-07-16_15-50-32,CONNECTIVITY_115-25\request_2024-07-16_15-50-32.json,CONNECTIVITY_115-25\response_2024-07-16_15-50-32.json,0.41435980796813965
2024-07-16_15-50-33,CONNECTIVITY_115-25\request_2024-07-16_15-50-33.json,CONNECTIVITY_115-25\response_2024-07-16_15-50-33.json,0.3201150894165039
2024-07-16_15-50-34,CONNECTIVITY_115-25\request_2024-07-16_15-50-34.json,CONNECTIVITY_115-25\response_2024-07-16_15-50-34.json,0.3392951488494873
2024-07-16_15-50-36,CONNECTIVITY_115-25\request_2024-07-16_15-50-36.json,CONNECTIVITY_115-25\response_2024-07-16_15-50-36.json,0.3267679214477539
2024-07-16_15-50-37,CONNECTIVITY_115-25\request_2024-07-16_15-50-37.json,CONNECTIVITY_115-25\response_2024-07-16_15-50-37.json,0.3675661087036133
2024-07-16_15-50-38,CONNECTIVITY_115-25\request_2024-07-16_15-50-38.json,CONNECTIVITY_115-25\response_2024-07-16_15-50-38.json,0.32662224769592285
